t;m;Vx;Vy;x;y;H;V;vartheta;theta;alpha;Mach;q;X;Y;Mz;omega;stage
198.6000;620.000;6663.5571;2349.6134;660614.608;345081.452;377493.293;7065.6689;19.4230;19.4230;0.0000;25.80713;0.0000;0.000;0.000;0.000;0.000000;4
198.7000;620.000;6663.4714;2348.7424;661280.960;345316.370;377792.343;7065.2984;19.4165;19.4165;0.0000;25.80578;0.0000;0.000;0.000;0.000;0.000000;4
198.8000;620.000;6663.3856;2347.8715;661947.302;345551.201;378091.366;7064.9281;19.4101;19.4101;0.0000;25.80443;0.0000;0.000;0.000;0.000;0.000000;4
198.9000;620.000;6663.2998;2347.0007;662613.637;345785.944;378390.361;7064.5577;19.4037;19.4037;0.0000;25.80308;0.0000;0.000;0.000;0.000;0.000000;4
199.0000;620.000;6663.2138;2346.1299;663279.962;346020.601;378689.331;7064.1874;19.3973;19.3973;0.0000;25.80172;0.0000;0.000;0.000;0.000;0.000000;4
199.1000;620.000;6663.1278;2345.2593;663946.279;346255.170;378988.273;7063.8172;19.3908;19.3908;0.0000;25.80037;0.0000;0.000;0.000;0.000;0.000000;4
199.2000;620.000;6663.0417;2344.3887;664612.588;346489.653;379287.188;7063.4470;19.3844;19.3844;0.0000;25.79902;0.0000;0.000;0.000;0.000;0.000000;4
199.3000;620.000;6662.9556;2343.5182;665278.888;346724.048;379586.077;7063.0769;19.3780;19.3780;0.0000;25.79767;0.0000;0.000;0.000;0.000;0.000000;4
199.4000;620.000;6662.8693;2342.6479;665945.179;346958.356;379884.939;7062.7067;19.3715;19.3715;0.0000;25.79632;0.0000;0.000;0.000;0.000;0.000000;4
199.5000;620.000;6662.7830;2341.7776;666611.462;347192.577;380183.774;7062.3367;19.3651;19.3651;0.0000;25.79496;0.0000;0.000;0.000;0.000;0.000000;4
199.6000;620.000;6662.6966;2340.9073;667277.736;347426.712;380482.582;7061.9667;19.3587;19.3587;0.0000;25.79361;0.0000;0.000;0.000;0.000;0.000000;4
199.7000;620.000;6662.6102;2340.0372;667944.001;347660.759;380781.364;7061.5967;19.3523;19.3523;0.0000;25.79226;0.0000;0.000;0.000;0.000;0.000000;4
199.8000;620.000;6662.5236;2339.1672;668610.258;347894.719;381080.118;7061.2268;19.3458;19.3458;0.0000;25.79091;0.0000;0.000;0.000;0.000;0.000000;4
199.9000;620.000;6662.4370;2338.2972;669276.506;348128.592;381378.846;7060.8569;19.3394;19.3394;0.0000;25.78956;0.0000;0.000;0.000;0.000;0.000000;4
200.0000;620.000;6662.3503;2337.4273;669942.745;348362.379;381677.547;7060.4871;19.3330;19.3330;0.0000;25.78821;0.0000;0.000;0.000;0.000;0.000000;4
200.1000;620.000;6662.2636;2336.5575;670608.976;348596.078;381976.221;7060.1173;19.3265;19.3265;0.0000;25.78686;0.0000;0.000;0.000;0.000;0.000000;4
200.2000;620.000;6662.1767;2335.6878;671275.198;348829.690;382274.869;7059.7476;19.3201;19.3201;0.0000;25.78551;0.0000;0.000;0.000;0.000;0.000000;4
200.3000;620.000;6662.0898;2334.8182;671941.411;349063.215;382573.490;7059.3779;19.3137;19.3137;0.0000;25.78416;0.0000;0.000;0.000;0.000;0.000000;4
200.4000;620.000;6662.0028;2333.9486;672607.616;349296.654;382872.083;7059.0083;19.3073;19.3073;0.0000;25.78281;0.0000;0.000;0.000;0.000;0.000000;4
200.5000;620.000;6661.9158;2333.0792;673273.812;349530.005;383170.650;7058.6387;19.3008;19.3008;0.0000;25.78146;0.0000;0.000;0.000;0.000;0.000000;4
200.6000;620.000;6661.8286;2332.2098;673939.999;349763.270;383469.191;7058.2691;19.2944;19.2944;0.0000;25.78011;0.0000;0.000;0.000;0.000;0.000000;4
200.7000;620.000;6661.7414;2331.3405;674606.177;349996.447;383767.704;7057.8996;19.2880;19.2880;0.0000;25.77876;0.0000;0.000;0.000;0.000;0.000000;4
200.8000;620.000;6661.6541;2330.4713;675272.347;350229.538;384066.191;7057.5302;19.2816;19.2816;0.0000;25.77741;0.0000;0.000;0.000;0.000;0.000000;4
