t;m;Vx;Vy;x;y;H;V;vartheta;theta;alpha;Mach;q;X;Y;Mz;omega;stage
705.7000;620.000;5576.5657;-1180.7831;3812763.617;575658.140;1553217.672;5700.2047;-11.9552;-11.9552;0.0000;20.81982;0.0000;0.000;0.000;0.000;0.000000;4
705.8000;620.000;5576.2602;-1181.3395;3813321.258;575540.034;1553382.465;5700.0212;-11.9613;-11.9613;0.0000;20.81915;0.0000;0.000;0.000;0.000;0.000000;4
705.9000;620.000;5575.9548;-1181.8959;3813878.869;575421.872;1553547.233;5699.8377;-11.9675;-11.9675;0.0000;20.81848;0.0000;0.000;0.000;0.000;0.000000;4
706.0000;620.000;5575.6493;-1182.4523;3814436.449;575303.655;1553711.975;5699.6542;-11.9736;-11.9736;0.0000;20.81781;0.0000;0.000;0.000;0.000;0.000000;4
706.1000;620.000;5575.3438;-1183.0086;3814993.999;575185.381;1553876.691;5699.4708;-11.9797;-11.9797;0.0000;20.81714;0.0000;0.000;0.000;0.000;0.000000;4
706.2000;620.000;5575.0382;-1183.5649;3815551.518;575067.053;1554041.381;5699.2874;-11.9858;-11.9858;0.0000;20.81647;0.0000;0.000;0.000;0.000;0.000000;4
706.3000;620.000;5574.7327;-1184.1211;3816109.007;574948.668;1554206.045;5699.1041;-11.9919;-11.9919;0.0000;20.81580;0.0000;0.000;0.000;0.000;0.000000;4
706.4000;620.000;5574.4271;-1184.6773;3816666.465;574830.229;1554370.683;5698.9207;-11.9980;-11.9980;0.0000;20.81513;0.0000;0.000;0.000;0.000;0.000000;4
706.5000;620.000;5574.1214;-1185.2334;3817223.892;574711.733;1554535.296;5698.7374;-12.0041;-12.0041;0.0000;20.81446;0.0000;0.000;0.000;0.000;0.000000;4
706.6000;620.000;5573.8158;-1185.7895;3817781.289;574593.182;1554699.882;5698.5541;-12.0102;-12.0102;0.0000;20.81379;0.0000;0.000;0.000;0.000;0.000000;4
706.7000;620.000;5573.5101;-1186.3456;3818338.655;574474.575;1554864.442;5698.3709;-12.0163;-12.0163;0.0000;20.81312;0.0000;0.000;0.000;0.000;0.000000;4
706.8000;620.000;5573.2044;-1186.9016;3818895.991;574355.913;1555028.977;5698.1877;-12.0224;-12.0224;0.0000;20.81245;0.0000;0.000;0.000;0.000;0.000000;4
706.9000;620.000;5572.8987;-1187.4576;3819453.296;574237.195;1555193.486;5698.0045;-12.0285;-12.0285;0.0000;20.81178;0.0000;0.000;0.000;0.000;0.000000;4
707.0000;620.000;5572.5930;-1188.0135;3820010.571;574118.421;1555357.969;5697.8214;-12.0346;-12.0346;0.0000;20.81111;0.0000;0.000;0.000;0.000;0.000000;4
707.1000;620.000;5572.2872;-1188.5694;3820567.815;573999.592;1555522.425;5697.6383;-12.0408;-12.0408;0.0000;20.81045;0.0000;0.000;0.000;0.000;0.000000;4
707.2000;620.000;5571.9814;-1189.1252;3821125.028;573880.707;1555686.856;5697.4552;-12.0469;-12.0469;0.0000;20.80978;0.0000;0.000;0.000;0.000;0.000000;4
707.3000;620.000;5571.6756;-1189.6810;3821682.211;573761.767;1555851.262;5697.2721;-12.0530;-12.0530;0.0000;20.80911;0.0000;0.000;0.000;0.000;0.000000;4
707.4000;620.000;5571.3697;-1190.2367;3822239.363;573642.771;1556015.641;5697.0891;-12.0591;-12.0591;0.0000;20.80844;0.0000;0.000;0.000;0.000;0.000000;4
707.5000;620.000;5571.0638;-1190.7924;3822796.485;573523.720;1556179.994;5696.9061;-12.0652;-12.0652;0.0000;20.80777;0.0000;0.000;0.000;0.000;0.000000;4
707.6000;620.000;5570.7579;-1191.3481;3823353.576;573404.613;1556344.322;5696.7231;-12.0713;-12.0713;0.0000;20.80710;0.0000;0.000;0.000;0.000;0.000000;4
707.7000;620.000;5570.4520;-1191.9037;3823910.636;573285.450;1556508.623;5696.5402;-12.0774;-12.0774;0.0000;20.80644;0.0000;0.000;0.000;0.000;0.000000;4
707.8000;620.000;5570.1461;-1192.4593;3824467.666;573166.232;1556672.899;5696.3573;-12.0835;-12.0835;0.0000;20.80577;0.0000;0.000;0.000;0.000;0.000000;4
707.9000;620.000;5569.8401;-1193.0148;3825024.666;573046.958;1556837.148;5696.1744;-12.0896;-12.0896;0.0000;20.80510;0.0000;0.000;0.000;0.000;0.000000;4
708.0000;620.000;5569.5341;-1193.5703;3825581.634;572927.629;1557001.372;5695.9916;-12.0957;-12.0957;0.0000;20.80443;0.0000;0.000;0.000;0.000;0.000000;4
708.1000;620.000;5569.2281;-1194.1257;3826138.573;572808.244;1557165.570;5695.8088;-12.1018;-12.1018;0.0000;20.80376;0.0000;0.000;0.000;0.000;0.000000;4
708.2000;620.000;5568.9220;-1194.6811;3826695.480;572688.804;1557329.742;5695.6260;-12.1079;-12.1079;0.0000;20.80310;0.0000;0.000;0.000;0.000;0.000000;4
708.3000;620.000;5568.6159;-1195.2365;3827252.357;572569.308;1557493.888;5695.4432;-12.1141;-12.1141;0.0000;20.80243;0.0000;0.000;0.000;0.000;0.000000;4
708.4000;620.000;5568.3098;-1195.7918;3827809.203;572449.757;1557658.009;5695.2605;-12.1202;-12.1202;0.0000;20.80176;0.0000;0.000;0.000;0.000;0.000000;4
708.5000;620.000;5568.0037;-1196.3470;3828366.019;572330.150;1557822.103;5695.0778;-12.1263;-12.1263;0.0000;20.80109;0.0000;0.000;0.000;0.000;0.000000;4
708.6000;620.000;5567.6975;-1196.9022;3828922.804;572210.487;1557986.171;5694.8951;-12.1324;-12.1324;0.0000;20.80043;0.0000;0.000;0.000;0.000;0.000000;4
708.7000;620.000;5567.3913;-1197.4574;3829479.558;572090.769;1558150.214;5694.7125;-12.1385;-12.1385;0.0000;20.79976;0.0000;0.000;0.000;0.000;0.000000;4
708.8000;620.000;5567.0851;-1198.0125;3830036.282;571970.996;1558314.231;5694.5299;-12.1446;-12.1446;0.0000;20.79909;0.0000;0.000;0.000;0.000;0.000000;4
708.9000;620.000;5566.7789;-1198.5676;3830592.975;571851.167;1558478.222;5694.3473;-12.1507;-12.1507;0.0000;20.79843;0.0000;0.000;0.000;0.000;0.000000;4
709.0000;620.000;5566.4726;-1199.1227;3831149.638;571731.282;1558642.186;5694.1648;-12.1568;-12.1568;0.0000;20.79776;0.0000;0.000;0.000;0.000;0.000000;4
709.1000;620.000;5566.1664;-1199.6777;3831706.270;571611.342;1558806.125;5693.9823;-12.1629;-12.1629;0.0000;20.79709;0.0000;0.000;0.000;0.000;0.000000;4
709.2000;620.000;5565.8601;-1200.2326;3832262.871;571491.347;1558970.039;5693.7998;-12.1690;-12.1690;0.0000;20.79643;0.0000;0.000;0.000;0.000;0.000000;4
709.3000;620.000;5565.5537;-1200.7875;3832819.442;571371.296;1559133.926;5693.6174;-12.1751;-12.1751;0.0000;20.79576;0.0000;0.000;0.000;0.000;0.000000;4
709.4000;620.000;5565.2474;-1201.3424;3833375.982;571251.189;1559297.787;5693.4350;-12.1812;-12.1812;0.0000;20.79509;0.0000;0.000;0.000;0.000;0.000000;4
709.5000;620.000;5564.9410;-1201.8972;3833932.491;571131.027;1559461.623;5693.2526;-12.1874;-12.1874;0.0000;20.79443;0.0000;0.000;0.000;0.000;0.000000;4
709.6000;620.000;5564.6346;-1202.4520;3834488.970;571010.810;1559625.432;5693.0702;-12.1935;-12.1935;0.0000;20.79376;0.0000;0.000;0.000;0.000;0.000000;4
709.7000;620.000;5564.3281;-1203.0067;3835045.418;570890.537;1559789.216;5692.8879;-12.1996;-12.1996;0.0000;20.79310;0.0000;0.000;0.000;0.000;0.000000;4
709.8000;620.000;5564.0217;-1203.5614;3835601.836;570770.208;1559952.974;5692.7056;-12.2057;-12.2057;0.0000;20.79243;0.0000;0.000;0.000;0.000;0.000000;4
709.9000;620.000;5563.7152;-1204.1160;3836158.223;570649.824;1560116.705;5692.5233;-12.2118;-12.2118;0.0000;20.79176;0.0000;0.000;0.000;0.000;0.000000;4
710.0000;620.000;5563.4087;-1204.6706;3836714.579;570529.385;1560280.411;5692.3411;-12.2179;-12.2179;0.0000;20.79110;0.0000;0.000;0.000;0.000;0.000000;4
710.1000;620.000;5563.1021;-1205.2252;3837270.904;570408.890;1560444.092;5692.1589;-12.2240;-12.2240;0.0000;20.79043;0.0000;0.000;0.000;0.000;0.000000;4
710.2000;620.000;5562.7956;-1205.7797;3837827.199;570288.340;1560607.746;5691.9767;-12.2301;-12.2301;0.0000;20.78977;0.0000;0.000;0.000;0.000;0.000000;4
710.3000;620.000;5562.4890;-1206.3342;3838383.464;570167.734;1560771.374;5691.7946;-12.2362;-12.2362;0.0000;20.78910;0.0000;0.000;0.000;0.000;0.000000;4
710.4000;620.000;5562.1824;-1206.8886;3838939.697;570047.073;1560934.976;5691.6125;-12.2423;-12.2423;0.0000;20.78844;0.0000;0.000;0.000;0.000;0.000000;4
710.5000;620.000;5561.8757;-1207.4430;3839495.900;569926.357;1561098.553;5691.4304;-12.2484;-12.2484;0.0000;20.78777;0.0000;0.000;0.000;0.000;0.000000;4
710.6000;620.000;5561.5691;-1207.9973;3840052.072;569805.585;1561262.104;5691.2484;-12.2545;-12.2545;0.0000;20.78711;0.0000;0.000;0.000;0.000;0.000000;4
